WEP,Tupelanzahl,Mainkey,Dauer,Dauer in ms,Dauer für hacking,Schlüssel verwendet,Schlüssel gefunden,Erfolgreich?,Modell?,
WEP40 ,80000,(b'A\x10\n\x0c\xfc'),0:00:23.431553, 23431 ms,39133,(39 ,"bytearray""(b'A\x10\n\x0c\xfc')"" "," bytearray""(b'A\x10\n\x0c\xfc')"" ",True,
WEP40 ,80000,(b'\x9e\r\x07\xe7\xe4'),0:00:22.065518, 22065 ms,36032,(36 ,"bytearray""(b'\x9e\r\x07\xe7\xe4')"" "," bytearray""(b'\x9e\r\x07\xe7\xe4')"" ",True,
WEP40 ,80000,(b'\xbd\xebr\xde\x17'),0:00:29.279642, 29279 ms,49481,(49 ,"bytearray""(b'\xbd\xebr\xde\x17')"" "," bytearray""(b'\xbd\xebr\xde\x17')"" ",True,
WEP40 ,80000,(b'\xce\xa6\x9d\xf5n'),0:00:23.998112, 23998 ms,39967,(39 ,"bytearray""(b'\xce\xa6\x9d\xf5n')"" "," bytearray""(b'\xce\xa6\x9d\xf5n')"" ",True,
WEP40 ,80000,"(b'\x10X(MD')""",0:00:30.370598, 30370 ms,46774,(46 ,"bytearray""(b'\x10X""(MD')"" "," bytearray""(b'\x10X""(MD')"" ",True,
WEP40 ,80000,(b'\x82\x9f\xa1b\xfa'),0:00:25.896237, 25896 ms,39537,(39 ,"bytearray""(b'\x82\x9f\xa1b\xfa')"" "," bytearray""(b'\x82\x9f\xa1b\xfa')"" ",True,
WEP40 ,80000,(b'\xf00rT\xbd'),0:00:21.615461, 21615 ms,34840,(34 ,"bytearray""(b'\xf00rT\xbd')"" "," bytearray""(b'\xf00rT\xbd')"" ",True,
WEP40 ,80000,(b'W\xe9\xcdS\xef'),0:00:28.191504, 28191 ms,44771,(44 ,"bytearray""(b'W\xe9\xcdS\xef')"" "," bytearray""(b'W\xe9\xcdS\xef')"" ",True,
WEP40 ,80000,(b'\x80&W\x07\xd0'),0:00:35.403338, 35403 ms,49181,(49 ,"bytearray""(b'\x80&W\x07\xd0')"" "," bytearray""(b'\x80&W\x07\xd0')"" ",True,
WEP40 ,80000,(b'\xaa\xd905\x85'),0:00:26.640651, 26640 ms,44362,(44 ,"bytearray""(b'\xaa\xd905\x85')"" "," bytearray""(b'\xaa\xd905\x85')"" ",True,
WEP40 ,80000,(b'\xffN\x0b4\x8e'),0:00:31.064001, 31064 ms,45985,(45 ,"bytearray""(b'\xffN\x0b4\x8e')"" "," bytearray""(b'\xffN\x0b4\x8e')"" ",True,
WEP40 ,80000,(b't5\x13mY'),0:00:21.670285, 21670 ms,35794,(35 ,"bytearray""(b't5\x13mY')"" "," bytearray""(b't5\x13mY')"" ",True,
WEP40 ,80000,(b'\x8a;\xba>\x83'),0:00:21.652577, 21652 ms,35540,(35 ,"bytearray""(b'\x8a;\xba>\x83')"" "," bytearray""(b'\x8a;\xba>\x83')"" ",True,
WEP40 ,80000,(b'\r730\xa3'),0:00:28.113895, 28113 ms,42090,(42 ,"bytearray""(b'\r730\xa3')"" "," bytearray""(b'\r730\xa3')"" ",True,
WEP40 ,80000,(b'\x81\xffrq\x1e'),0:00:25.570451, 25570 ms,41873,(41 ,"bytearray""(b'\x81\xffrq\x1e')"" "," bytearray""(b'\x81\xffrq\x1e')"" ",True,
WEP40 ,80000,(b'uQ\xad?D'),0:00:30.083893, 30083 ms,43933,(43 ,"bytearray""(b'uQ\xad?D')"" "," bytearray""(b'uQ\xad?D')"" ",True,
WEP40 ,80000,(b'\xe2\xde\xce\xca\x16'),0:00:27.955273, 27955 ms,41273,(41 ,"bytearray""(b'\xe2\xde\xce\xca\x16')"" "," bytearray""(b'\xe2\xde\xce\xca\x16')"" ",True,
WEP40 ,80000,(b'\x04\x08X\xd0]'),0:00:21.597559, 21597 ms,35429,(35 ,"bytearray""(b'\x04\x08X\xd0]')"" "," bytearray""(b'\x04\x08X\xd0]')"" ",True,
WEP40 ,80000,(b'H?W&&'),0:00:23.382211, 23382 ms,38052,(38 ,"bytearray""(b'H?W&&')"" "," bytearray""(b'H?W&&')"" ",True,
WEP40 ,80000,(b'\xf7U\x0f\xf0h'),0:00:41.500124, 41500 ms,65603,(65 ,"bytearray""(b'\xf7U\x0f\xf0h')"" "," bytearray""(b'\xf7U\x0f\xf0h')"" ",True,
WEP40 ,80000,(b']\xf9J]\xa4'),0:00:30.323592, 30323 ms,48008,(48 ,"bytearray""(b']\xf9J]\xa4')"" "," bytearray""(b']\xf9J]\xa4')"" ",True,
WEP40 ,80000,(b'}\xf2\xc8\xc4/'),0:00:21.562146, 21562 ms,34805,(34 ,"bytearray""(b'}\xf2\xc8\xc4/')"" "," bytearray""(b'}\xf2\xc8\xc4/')"" ",True,
WEP40 ,80000,(b'D\x15\x82\xe2\xb8'),0:00:37.233606, 37233 ms,55185,(55 ,"bytearray""(b'D\x15\x82\xe2\xb8')"" "," bytearray""(b'D\x15\x82\xe2\xb8')"" ",True,
WEP40 ,80000,(b'\xa5wP;\xd3'),0:00:21.153280, 21153 ms,34750,(34 ,"bytearray""(b'\xa5wP;\xd3')"" "," bytearray""(b'\xa5wP;\xd3')"" ",True,
WEP40 ,80000,(b'\x1f\x10]\xdf\xa3'),0:00:21.732328, 21732 ms,36072,(36 ,"bytearray""(b'\x1f\x10]\xdf\xa3')"" "," bytearray""(b'\x1f\x10]\xdf\xa3')"" ",True,
WEP40 ,80000,(b'\x0c\x06+\xe0\xc0'),0:00:26.015799, 26015 ms,45726,(45 ,"bytearray""(b'\x0c\x06+\xe0\xc0')"" "," bytearray""(b'\x0c\x06+\xe0\xc0')"" ",True,
WEP40 ,80000,(b'\xd8\x12Zv\\'),0:00:33.663841, 33663 ms,55560,(55 ,"bytearray""(b'\xd8\x12Zv\\')"" "," bytearray""(b'\xd8\x12Zv\\')"" ",True,
WEP40 ,80000,(b'-\x08\xbc@\xfc'),0:00:34.957437, 34957 ms,48646,(48 ,"bytearray""(b'-\x08\xbc@\xfc')"" "," bytearray""(b'-\x08\xbc@\xfc')"" ",True,
WEP40 ,80000,(b'\xce^@\xddO'),0:00:30.129980, 30130 ms,43972,(43 ,"bytearray""(b'\xce^@\xddO')"" "," bytearray""(b'\xce^@\xddO')"" ",True,
WEP40 ,80000,(b'\xea\xb0Z\xe4\x7f'),0:00:21.337268, 21337 ms,35171,(35 ,"bytearray""(b'\xea\xb0Z\xe4\x7f')"" "," bytearray""(b'\xea\xb0Z\xe4\x7f')"" ",True,
WEP40 ,80000,(b'\r\x84\xc4\xc7h'),0:00:23.956007, 23956 ms,38186,(38 ,"bytearray""(b'\r\x84\xc4\xc7h')"" "," bytearray""(b'\r\x84\xc4\xc7h')"" ",True,
WEP40 ,80000,(b'\x91\xbe\x05\x1f\xef'),0:00:42.401698, 42401 ms,56518,(56 ,"bytearray""(b'\x91\xbe\x05\x1f\xef')"" "," bytearray""(b'\x91\xbe\x05\x1f\xef')"" ",True,
WEP40 ,80000,(b'v\x1e\xad\xeak'),0:00:23.746925, 23746 ms,37435,(37 ,"bytearray""(b'v\x1e\xad\xeak')"" "," bytearray""(b'v\x1e\xad\xeak')"" ",True,
WEP40 ,80000,(b'\x9eZ\x7fG\xb0'),0:00:21.023364, 21023 ms,34305,(34 ,"bytearray""(b'\x9eZ\x7fG\xb0')"" "," bytearray""(b'\x9eZ\x7fG\xb0')"" ",True,
WEP40 ,80000,"(b'6vu\x0f')""",0:00:23.238963, 23239 ms,39122,(39 ,"bytearray""(b'""6vu\x0f')"" "," bytearray""(b'""6vu\x0f')"" ",True,
WEP40 ,80000,(b'\xa9\xdeF\x94\xaf'),0:00:26.084782, 26084 ms,41334,(41 ,"bytearray""(b'\xa9\xdeF\x94\xaf')"" "," bytearray""(b'\xa9\xdeF\x94\xaf')"" ",True,
WEP40 ,80000,"(b'(\xac\xb1Jv')""",0:00:22.686577, 22686 ms,36407,(36 ,"bytearray""(b'""(\xac\xb1Jv')"" "," bytearray""(b'""(\xac\xb1Jv')"" ",True,
WEP40 ,80000,(b'\x15q\xc0\xacW'),0:00:21.786129, 21786 ms,35074,(35 ,"bytearray""(b'\x15q\xc0\xacW')"" "," bytearray""(b'\x15q\xc0\xacW')"" ",True,
WEP40 ,80000,(b'\x95yg\x1ax'),0:00:31.999619, 31999 ms,56437,(56 ,"bytearray""(b'\x95yg\x1ax')"" "," bytearray""(b'\x95yg\x1ax')"" ",True,
WEP40 ,80000,(b'\xfe\n\x85\x8e\xa5'),0:00:21.022023, 21022 ms,34325,(34 ,"bytearray""(b'\xfe\n\x85\x8e\xa5')"" "," bytearray""(b'\xfe\n\x85\x8e\xa5')"" ",True,
WEP40 ,80000,(b'\xcca\xb9Lc'),0:00:25.536740, 25536 ms,46897,(46 ,"bytearray""(b'\xcca\xb9Lc')"" "," bytearray""(b'\xcca\xb9Lc')"" ",True,
WEP40 ,80000,(b'=\xd6u\xac\xf6'),0:00:29.643870, 29643 ms,43423,(43 ,"bytearray""(b'=\xd6u\xac\xf6')"" "," bytearray""(b'=\xd6u\xac\xf6')"" ",True,
WEP40 ,80000,(b'\x08O<>G'),0:00:35.387973, 35388 ms,62889,(62 ,"bytearray""(b'\x08O<>G')"" "," bytearray""(b'\x08O<>G')"" ",True,
WEP40 ,80000,(b'\xc7\x91\xb2\xcb\xc0'),0:00:23.945849, 23945 ms,37719,(37 ,"bytearray""(b'\xc7\x91\xb2\xcb\xc0')"" "," bytearray""(b'\xc7\x91\xb2\xcb\xc0')"" ",True,
WEP40 ,80000,(b'\xd4=\xcbw\xa3'),0:00:22.933432, 22933 ms,42073,(42 ,"bytearray""(b'\xd4=\xcbw\xa3')"" "," bytearray""(b'\xd4=\xcbw\xa3')"" ",True,
WEP40 ,80000,(b'\xab\x0fZ\xb2\x07'),0:00:21.087137, 21087 ms,34563,(34 ,"bytearray""(b'\xab\x0fZ\xb2\x07')"" "," bytearray""(b'\xab\x0fZ\xb2\x07')"" ",True,
WEP40 ,80000,(b'\xcan\xcdY\xb1'),0:00:29.394685, 29394 ms,47177,(47 ,"bytearray""(b'\xcan\xcdY\xb1')"" "," bytearray""(b'\xcan\xcdY\xb1')"" ",True,
WEP40 ,80000,(b'\xd7\xf57.\x1b'),0:00:28.223186, 28223 ms,54849,(54 ,"bytearray""(b'\xd7\xf57.\x1b')"" "," bytearray""(b'\xd7\xf57.\x1b')"" ",True,
WEP40 ,80000,(b'\xfa\x1exC9'),0:00:22.032782, 22032 ms,36715,(36 ,"bytearray""(b'\xfa\x1exC9')"" "," bytearray""(b'\xfa\x1exC9')"" ",True,
WEP40 ,80000,(b'\xd1\x0f\xc0\xcc\xde'),0:00:21.470346, 21470 ms,35205,(35 ,"bytearray""(b'\xd1\x0f\xc0\xcc\xde')"" "," bytearray""(b'\xd1\x0f\xc0\xcc\xde')"" ",True,
WEP40 ,80000,(b'\xe8\\\xc2\xa7\xd0'),0:00:39.602414, 39602 ms,61670,(61 ,"bytearray""(b'\xe8\\\xc2\xa7\xd0')"" "," bytearray""(b'\xe8\\\xc2\xa7\xd0')"" ",True,
WEP40 ,80000,(b'%\x03\t\x84\xf5'),0:00:43.425345, 43425 ms,63107,(63 ,"bytearray""(b'%\x03\t\x84\xf5')"" "," bytearray""(b'%\x03\t\x84\xf5')"" ",True,
WEP40 ,80000,(b'\x92n<\xbc}'),0:00:26.474396, 26474 ms,40366,(40 ,"bytearray""(b'\x92n<\xbc}')"" "," bytearray""(b'\x92n<\xbc}')"" ",True,
WEP40 ,80000,(b'\xe0\xd9\x91\xed\x0f'),0:00:22.300952, 22301 ms,36113,(36 ,"bytearray""(b'\xe0\xd9\x91\xed\x0f')"" "," bytearray""(b'\xe0\xd9\x91\xed\x0f')"" ",True,
WEP40 ,80000,(b'.\xdav\xd2\xea'),0:00:24.072686, 24072 ms,44452,(44 ,"bytearray""(b'.\xdav\xd2\xea')"" "," bytearray""(b'.\xdav\xd2\xea')"" ",True,
WEP40 ,80000,(b'\x80c%\x18\xb3'),0:00:34.695438, 34695 ms,61887,(61 ,"bytearray""(b'\x80c%\x18\xb3')"" "," bytearray""(b'\x80c%\x18\xb3')"" ",True,
WEP40 ,80000,(b'\x8b\xc9\xbf\xeak'),0:00:24.617528, 24617 ms,40558,(40 ,"bytearray""(b'\x8b\xc9\xbf\xeak')"" "," bytearray""(b'\x8b\xc9\xbf\xeak')"" ",True,
WEP40 ,80000,(b'S;\x01!\x87'),0:00:40.188192, 40188 ms,67019,(67 ,"bytearray""(b'S;\x01!\x87')"" "," bytearray""(b'S;\x01!\x87')"" ",True,
WEP40 ,80000,(b'\x0b\xbf\xeb\xc3\xa0'),0:00:21.861913, 21861 ms,37438,(37 ,"bytearray""(b'\x0b\xbf\xeb\xc3\xa0')"" "," bytearray""(b'\x0b\xbf\xeb\xc3\xa0')"" ",True,
WEP40 ,80000,(b'\x8a|\xfcL\xe0'),0:00:21.751375, 21751 ms,37352,(37 ,"bytearray""(b'\x8a|\xfcL\xe0')"" "," bytearray""(b'\x8a|\xfcL\xe0')"" ",True,
WEP40 ,80000,(b'\\\xcc\xa5e\xf6'),0:00:37.682209, 37682 ms,59764,(59 ,"bytearray""(b'\\\xcc\xa5e\xf6')"" "," bytearray""(b'\\\xcc\xa5e\xf6')"" ",True,
WEP40 ,80000,(b'\xc0\xfc\x9a\x1d\xf5'),0:00:20.991952, 20992 ms,33980,(33 ,"bytearray""(b'\xc0\xfc\x9a\x1d\xf5')"" "," bytearray""(b'\xc0\xfc\x9a\x1d\xf5')"" ",True,
WEP40 ,80000,(b'\xb9\xa6\x16\xf6\xaa'),0:00:26.847031, 26847 ms,42483,(42 ,"bytearray""(b'\xb9\xa6\x16\xf6\xaa')"" "," bytearray""(b'\xb9\xa6\x16\xf6\xaa')"" ",True,
WEP40 ,80000,(b'7\xca\xc1\x9b\x8c'),0:00:21.801136, 21801 ms,35578,(35 ,"bytearray""(b'7\xca\xc1\x9b\x8c')"" "," bytearray""(b'7\xca\xc1\x9b\x8c')"" ",True,
WEP40 ,80000,(b'`/I\xb6\xd6'),0:00:26.137971, 26138 ms,43050,(43 ,"bytearray""(b'`/I\xb6\xd6')"" "," bytearray""(b'`/I\xb6\xd6')"" ",True,
WEP40 ,80000,(b'\xbe\x83#i3'),0:00:36.035553, 36035 ms,62253,(62 ,"bytearray""(b'\xbe\x83#i3')"" "," bytearray""(b'\xbe\x83#i3')"" ",True,
WEP40 ,80000,(b'\x16\xa5\xe9\x0e\xb2'),0:00:24.788997, 24789 ms,41097,(41 ,"bytearray""(b'\x16\xa5\xe9\x0e\xb2')"" "," bytearray""(b'By\xe9\x0e\xb2')"" ",False,
WEP40 ,80000,(b'\x16W`\x7fz'),0:00:20.921994, 20922 ms,33929,(33 ,"bytearray""(b'\x16W`\x7fz')"" "," bytearray""(b'\x16W`\x7fz')"" ",True,
WEP40 ,80000,(b'\xcanX\xa3A'),0:00:21.870152, 21870 ms,35874,(35 ,"bytearray""(b'\xcanX\xa3A')"" "," bytearray""(b'\xcanX\xa3A')"" ",True,
WEP40 ,80000,(b'\xb2\xc0l\xa9\xed'),0:00:24.454390, 24454 ms,38468,(38 ,"bytearray""(b'\xb2\xc0l\xa9\xed')"" "," bytearray""(b'\xb2\xc0l\xa9\xed')"" ",True,
WEP40 ,80000,(b'\n\xd64FS'),0:00:23.905825, 23905 ms,44325,(44 ,"bytearray""(b'\n\xd64FS')"" "," bytearray""(b'\n\xd64FS')"" ",True,
WEP40 ,80000,(b'5\xc2\r\xd1\x83'),0:00:42.818157, 42818 ms,68708,(68 ,"bytearray""(b'5\xc2\r\xd1\x83')"" "," bytearray""(b'5\xc2\r\xd1\x83')"" ",True,
WEP40 ,80000,(b'\xd0\x04\xa6~b'),0:00:27.052763, 27052 ms,44425,(44 ,"bytearray""(b'\xd0\x04\xa6~b')"" "," bytearray""(b'\xd0\x04\xa6~b')"" ",True,
WEP40 ,80000,(b'\x87\xe6\x8c\xfeI'),0:00:23.982166, 23982 ms,38265,(38 ,"bytearray""(b'\x87\xe6\x8c\xfeI')"" "," bytearray""(b'\x87\xe6\x8c\xfeI')"" ",True,
WEP40 ,80000,(b'v\x86\xc0\x1eX'),0:00:28.433058, 28433 ms,42273,(42 ,"bytearray""(b'v\x86\xc0\x1eX')"" "," bytearray""(b'v\x86\xc0\x1eX')"" ",True,
WEP40 ,80000,(b'Qku\x07\xe5'),0:00:29.936772, 29936 ms,45625,(45 ,"bytearray""(b'Qku\x07\xe5')"" "," bytearray""(b'Qku\x07\xe5')"" ",True,
WEP40 ,80000,(b'f1\xb7-\xda'),0:00:29.726611, 29726 ms,46361,(46 ,"bytearray""(b'f1\xb7-\xda')"" "," bytearray""(b'f1\xb7-\xda')"" ",True,
WEP40 ,80000,(b'n\xdf\xa1\x8c\x0c'),0:00:29.965951, 29966 ms,44197,(44 ,"bytearray""(b'n\xdf\xa1\x8c\x0c')"" "," bytearray""(b'n\xdf\xa1\x8c\x0c')"" ",True,
WEP40 ,80000,(b'\x99A\x0b;\x9b'),0:00:21.822200, 21822 ms,35879,(35 ,"bytearray""(b'\x99A\x0b;\x9b')"" "," bytearray""(b'\x99A\x0b;\x9b')"" ",True,
WEP40 ,80000,(b'\xfd>\xfeG\x9d'),0:00:22.311505, 22311 ms,37925,(37 ,"bytearray""(b'\xfd>\xfeG\x9d')"" "," bytearray""(b'\xfd>\xfeG\x9d')"" ",True,
WEP40 ,80000,(b'\xc54\x95\x0c\xf7'),0:00:30.299030, 30299 ms,52059,(52 ,"bytearray""(b'\xc54\x95\x0c\xf7')"" "," bytearray""(b'\xc54\x95\x0c\xf7')"" ",True,
WEP40 ,80000,(b'Qv\xfbK\xd6'),0:00:29.257068, 29257 ms,42183,(42 ,"bytearray""(b'Qv\xfbK\xd6')"" "," bytearray""(b'Qv\xfbK\xd6')"" ",True,
WEP40 ,80000,(b'\xb6\xec\x00!\x14'),0:00:21.653028, 21653 ms,35503,(35 ,"bytearray""(b'\xb6\xec\x00!\x14')"" "," bytearray""(b'\xb6\xec\x00!\x14')"" ",True,
WEP40 ,80000,(b'q&F\xc4g'),0:00:23.597975, 23598 ms,37356,(37 ,"bytearray""(b'q&F\xc4g')"" "," bytearray""(b'q&F\xc4g')"" ",True,
WEP40 ,80000,(b'N<l\xb5\x87'),0:00:28.416173, 28416 ms,48950,(48 ,"bytearray""(b'N<l\xb5\x87')"" "," bytearray""(b'N<l\xb5\x87')"" ",True,
WEP40 ,80000,(b'f\xbe\xc1X\x88'),0:00:22.184685, 22184 ms,35907,(35 ,"bytearray""(b'f\xbe\xc1X\x88')"" "," bytearray""(b'f\xbe\xc1X\x88')"" ",True,
WEP40 ,80000,(b'&\xb0M\x86K'),0:00:23.878166, 23878 ms,41321,(41 ,"bytearray""(b'&\xb0M\x86K')"" "," bytearray""(b'&\xb0M\x86K')"" ",True,
WEP40 ,80000,(b'\x1an\x11@9'),0:00:27.410022, 27410 ms,45258,(45 ,"bytearray""(b'\x1an\x11@9')"" "," bytearray""(b'\x1an\x11@9')"" ",True,
WEP40 ,80000,(b'\xcf\xfez7\xa7'),0:00:34.844881, 34844 ms,54380,(54 ,"bytearray""(b'\xcf\xfez7\xa7')"" "," bytearray""(b'\xcf\xfez7\xa7')"" ",True,
WEP40 ,80000,(b'\n\xff-\xa2&'),0:00:21.478624, 21478 ms,35123,(35 ,"bytearray""(b'\n\xff-\xa2&')"" "," bytearray""(b'\n\xff-\xa2&')"" ",True,
WEP40 ,80000,"(b\'\xd7\x02\xcd\xab"")""",0:00:24.919068, 24919 ms,40258,(40 ,"bytearray""(b""\'\xd7\x02\xcd\xab"")"" "," bytearray""(b""\'\xd7\x02\xcd\xab"")"" ",True,
WEP40 ,80000,(b'|\xf2$\xd6\n'),0:00:26.567686, 26567 ms,43669,(43 ,"bytearray""(b'|\xf2$\xd6\n')"" "," bytearray""(b'|\xf2$\xd6\n')"" ",True,
WEP40 ,80000,(b'\x9e\xbd\x123%'),0:00:32.054628, 32054 ms,51847,(51 ,"bytearray""(b'\x9e\xbd\x123%')"" "," bytearray""(b'\x9e\xbd\x123%')"" ",True,
WEP40 ,80000,(b'\x98\xc66\xc0A'),0:00:21.077136, 21077 ms,34062,(34 ,"bytearray""(b'\x98\xc66\xc0A')"" "," bytearray""(b'\x98\xc66\xc0A')"" ",True,
WEP40 ,80000,(b'I\xa6\xd9i\xa8'),0:00:23.349099, 23349 ms,37738,(37 ,"bytearray""(b'I\xa6\xd9i\xa8')"" "," bytearray""(b'I\xa6\xb0\x92\xa8')"" ",False,
WEP40 ,80000,(b'eX8\x9c\xe0'),0:00:29.547861, 29547 ms,50217,(50 ,"bytearray""(b'eX8\x9c\xe0')"" "," bytearray""(b'eX8\x9c\xe0')"" ",True,
WEP40 ,80000,(b'\xdcA\xa7\xf0\xfd'),0:00:39.495250, 39495 ms,66123,(66 ,"bytearray""(b'\xdcA\xa7\xf0\xfd')"" "," bytearray""(b'\xdcA\xa7\xf0\xfd')"" ",True,
WEP40 ,80000,(b'\xa6\xdc[\x1c\x8f'),0:00:25.910502, 25910 ms,41770,(41 ,"bytearray""(b'\xa6\xdc[\x1c\x8f')"" "," bytearray""(b'\xa6\xdc[\x1c\x8f')"" ",True,
WEP40 ,80000,"(b'\xa1E\x85G')""",0:00:40.616606, 40616 ms,67448,(67 ,"bytearray""(b'\xa1E""\x85G')"" "," bytearray""(b'\xa1E""\x85G')"" ",True,
WEP40 ,80000,(b'\x1f0d\xdbr'),0:00:27.802538, 27802 ms,45732,(45 ,"bytearray""(b'\x1f0d\xdbr')"" "," bytearray""(b'\x1fAS\xdbr')"" ",False,
WEP40 ,80000,(b'\t<\xbb\x03\\'),0:00:21.474100, 21474 ms,35200,(35 ,"bytearray""(b'\t<\xbb\x03\\')"" "," bytearray""(b'\t<\xbb\x03\\')"" ",True,
WEP40 ,80000,(b'{+\xa9\xda\x9d'),0:00:32.019988, 32020 ms,48353,(48 ,"bytearray""(b'{+\xa9\xda\x9d')"" "," bytearray""(b'{+\xa9\xda\x9d')"" ",True,
WEP40 ,80000,(b'\x89\xdf\xb6\x03\xe8'),0:00:23.805887, 23805 ms,39526,(39 ,"bytearray""(b'\x89\xdf\xb6\x03\xe8')"" "," bytearray""(b'\x89\xdf\xb6\x03\xe8')"" ",True,
WEP40 ,80000,(b'\x08Z8\x9d\x8c'),0:00:31.846488, 31846 ms,46073,(46 ,"bytearray""(b'\x08Z8\x9d\x8c')"" "," bytearray""(b'\x08Z8\x9d\x8c')"" ",True,
WEP40 ,80000,(b'?\xeav5\xea'),0:00:21.567065, 21567 ms,37463,(37 ,"bytearray""(b'?\xeav5\xea')"" "," bytearray""(b'?\xeav5\xea')"" ",True,
WEP40 ,80000,(b'\xf6\x855\n\x00'),0:00:24.693291, 24693 ms,46272,(46 ,"bytearray""(b'\xf6\x855\n\x00')"" "," bytearray""(b'\xf6\x855\n\x00')"" ",True,
WEP40 ,80000,(b'\xcd\x18\xa8|\x92'),0:00:21.794504, 21794 ms,35855,(35 ,"bytearray""(b'\xcd\x18\xa8|\x92')"" "," bytearray""(b'\xcd\x18\xa8|\x92')"" ",True,
WEP40 ,80000,(b'R\x9b\xcf\xabw'),0:00:22.730870, 22730 ms,36743,(36 ,"bytearray""(b'R\x9b\xcf\xabw')"" "," bytearray""(b'R\x9b\xcf\xabw')"" ",True,
WEP40 ,80000,(b'\xcf\xb0\x9f\x7fl'),0:00:24.278327, 24278 ms,46258,(46 ,"bytearray""(b'\xcf\xb0\x9f\x7fl')"" "," bytearray""(b'\xcf\xb0\x9f\x7fl')"" ",True,
WEP40 ,80000,(b'\x18?:2>'),0:00:20.432636, 20432 ms,33693,(33 ,"bytearray""(b'\x18?:2>')"" "," bytearray""(b'\x18?:2>')"" ",True,
WEP40 ,80000,(b'W/\x97Vn'),0:00:24.069148, 24069 ms,49647,(49 ,"bytearray""(b'W/\x97Vn')"" "," bytearray""(b'W/\x97Vn')"" ",True,
WEP40 ,80000,(b'\xec\x7f\xfd\x13R'),0:00:22.962405, 22962 ms,37911,(37 ,"bytearray""(b'\xec\x7f\xfd\x13R')"" "," bytearray""(b'\xec\x7f\xfd\x13R')"" ",True,
WEP40 ,80000,(b'\xa2\xa4\x7f\x9d@'),0:00:25.766123, 25766 ms,42353,(42 ,"bytearray""(b'\xa2\xa4\x7f\x9d@')"" "," bytearray""(b'\xa2\xa4\x7f\x9d@')"" ",True,
WEP40 ,80000,(b's\xb2\xc0\x0e\xa0'),0:00:26.661305, 26661 ms,40994,(40 ,"bytearray""(b's\xb2\xc0\x0e\xa0')"" "," bytearray""(b's\xb2\xc0\x0e\xa0')"" ",True,
WEP40 ,80000,(b'\x93}=\xedz'),0:00:24.581605, 24581 ms,45618,(45 ,"bytearray""(b'\x93}=\xedz')"" "," bytearray""(b'\x93}=\xedz')"" ",True,
WEP40 ,80000,(b'\xdeZ\x91\xf2 '),0:00:25.735951, 25736 ms,46430,(46 ,"bytearray""(b'\xdeZ\x91\xf2 ')"" "," bytearray""(b'\xdeZ\x91\xf2 ')"" ",True,
WEP40 ,80000,(b'\xd0D\xbf\xc2\xbe'),0:00:29.200532, 29200 ms,46983,(46 ,"bytearray""(b'\xd0D\xbf\xc2\xbe')"" "," bytearray""(b'\xd0D\xbf\xc2\xbe')"" ",True,
WEP40 ,80000,(b'\xe3\x9en\x04\x9e'),0:00:21.770883, 21770 ms,35424,(35 ,"bytearray""(b'\xe3\x9en\x04\x9e')"" "," bytearray""(b'\xe3\x9en\x04\x9e')"" ",True,
WEP40 ,80000,(b']?\n\x14\x8a'),0:00:24.701640, 24701 ms,38314,(38 ,"bytearray""(b']?\n\x14\x8a')"" "," bytearray""(b']?\n\x14\x8a')"" ",True,
WEP40 ,80000,(b'/\xda\xe4\x16\xf2'),0:00:32.635960, 32636 ms,46441,(46 ,"bytearray""(b'/\xda\xe4\x16\xf2')"" "," bytearray""(b'/\xda\xe4\x16\xf2')"" ",True,
WEP40 ,80000,(b'd`[K\xc9'),0:00:41.776449, 41776 ms,55017,(55 ,"bytearray""(b'd`[K\xc9')"" "," bytearray""(b'd`[K\xc9')"" ",True,
WEP40 ,80000,(b'\x12\xbf\xa7S\xd9'),0:00:21.897584, 21897 ms,35711,(35 ,"bytearray""(b'\x12\xbf\xa7S\xd9')"" "," bytearray""(b'\x12\xbf\xa7S\xd9')"" ",True,
WEP40 ,80000,(b'h\xa7\xc3\xf6O'),0:00:33.904771, 33904 ms,49489,(49 ,"bytearray""(b'h\xa7\xc3\xf6O')"" "," bytearray""(b'h\xa7\xc3\xf6O')"" ",True,
WEP40 ,80000,(b'\xacZt\xd1}'),0:00:29.924710, 29924 ms,45671,(45 ,"bytearray""(b'\xacZt\xd1}')"" "," bytearray""(b'\xacZt\xd1}')"" ",True,
WEP40 ,80000,"(b@\xf4\'\x95\xcd"")""",0:00:21.968793, 21968 ms,35758,(35 ,"bytearray""(b""@\xf4\'\x95\xcd"")"" "," bytearray""(b""@\xf4\'\x95\xcd"")"" ",True,
WEP40 ,80000,"(b'\xae\xfd\xcd\xd3')""",0:00:22.078987, 22079 ms,39845,(39 ,"bytearray""(b'\xae""\xfd\xcd\xd3')"" "," bytearray""(b'\xae""\xfd\xcd\xd3')"" ",True,
WEP40 ,80000,(b'\xe6T?\xa9\xd3'),0:00:41.474663, 41474 ms,65164,(65 ,"bytearray""(b'\xe6T?\xa9\xd3')"" "," bytearray""(b'\xe6T?\xa9\xd3')"" ",True,
WEP40 ,80000,"(b'\xd4\xeb[(\x97')""",0:00:27.479646, 27479 ms,49745,(49 ,"bytearray""(b'\xd4\xeb[""(\x97')"" "," bytearray""(b'\xd4\xeb[""(\x97')"" ",True,
